Client: Synchrony
"Program: Synchrony CCB2B - HIA incremental 8_2026 (ID: 132959)"

Company,Category,Topic,ML Insights Score
Correct Care Solutions(correctcaresolutions.com),transactions & payments,payment plan,83
Corrosion Technologies East(cconnect.net),administration,patient payments,72
Cpmc(cpmc.org),financial,wells fargo (wfc),99
Cpmc(cpmc.org),personal finance,debt relief,67
Cps(cps.com),administration,medical billing,86
Craig Hospital(craighospital.org),personal finance,debt relief,93
Crossover Health(crossoverhealth.com),financial,klarna,94
Crothall Healthcare(crothall.com),financial,klarna,70
Crothall Healthcare(crothall.com),financial,paypal pay in 4,92
Crystal Run Health(crystalrunhealthcare.com),financial,paypal pay in 4,83
Crystal Run Health(crystalrunhealthcare.com),financial,afterpay,98
Crystal Run Health(crystalrunhealthcare.com),financial,paypal (pypl),62
Crystal Run Health(crystalrunhealthcare.com),administration,medical billing,97
Csl Plasma(cslplasma.com),financial,paypal pay in 4,70
Csl Plasma(cslplasma.com),administration,medical billing,93
Csl Plasma(cslplasma.com),financial,paypal pay later,83
Csl Plasma(cslplasma.com),financial,sezzle,88
Csl Plasma(cslplasma.com),financial,afterpay,65
Cumberland Heights(cumberlandheights.org),personal finance,debt relief,92
Curaleaf(curaleaf.com),financial,paypal (pypl),62
Cvs Caremark(caremark.com),administration,patient payments,67
Cvs Caremark(caremark.com),transactions & payments,payment solutions,72
Cvs Caremark(caremark.com),financial,wells fargo (wfc),65
Cvs Caremark(caremark.com),financial,zippay,93
Cvs Caremark(caremark.com),accounting,credit Management,88
"DAUER, ANDREW J DO(nbhn.net)",administration,patient payments,79
"DAUER, ANDREW J DO(nbhn.net)",personal finance,debt relief,77
"Damar Services, Inc.(damar.org)",financial,paypal (pypl),62
Dana-Farber Cancer Institute(dana-farber.org),administration,medical billing,72
Dana-Farber Cancer Institute(dana-farber.org),personal finance,debt relief,75
Dana-Farber Cancer Institute(dana-farber.org),financial,zippay,65
Davita Kidney Care(davita.com),administration,patient payments,67
Davita Kidney Care(davita.com),administration,medical billing,94
Dayton Children's Hospital(childrensdayton.org),administration,medical billing,85
Dayton Children's Hospital(childrensdayton.org),accounting,credit Management,70
Dayton Children's Hospital(childrensdayton.org),financial,zippay,88
Dayton Children's Hospital(childrensdayton.org),financial,afterpay,95
Dccca(dccca.org),administration,patient payments,81
Dch Health System(dchsystem.com),financial,paypal (pypl),65
Dch Health System(dchsystem.com),administration,medical billing,94
"Dci Donor Services, Inc.(dcids.org)",financial,paypal pay in 4,91
Deaconess Health System(deaconess.com),financial,Affirm,86
Deaconess Health System(deaconess.com),administration,patient payments,81
Deaconess Health System(deaconess.com),financial,affirm,86
Deaconess Health System(deaconess.com),administration,medical billing,98
Deaconess Health System(deaconess.com),financial,afterpay,65
Dean Clinic(deancare.com),transactions & payments,payment solutions,92
Dean Clinic(deancare.com),financial,wells fargo (wfc),91
Dean Clinic(deancare.com),administration,patient payments,83
Dean Clinic(deancare.com),financial,paypal pay in 4,81
Dean Clinic(deancare.com),administration,medical billing,72
Decatur Memorial Hospital(dmhcares.com),financial,paypal (pypl),95
Decatur Memorial Hospital(dmhcares.com),administration,patient payments,67
Decatur Memorial Hospital(dmhcares.com),financial,wells fargo (wfc),81
Decatur Memorial Hospital(dmhcares.com),personal finance,debt relief,77
Deer Park School District(dpsd.org),financial,paypal pay in 4,67
Delicious Treats(normansmilecenter.com),financial,afterpay,90
Delicious Treats(normansmilecenter.com),administration,medical billing,77
Denver Health(denverhealth.org),financial,afterpay,85
Denver Health(denverhealth.org),transactions & payments,payment solutions,65
Denver Health(denverhealth.org),administration,medical billing,72
Department Of Emergency Management And Homeland Security(emhs.org),financial,paypal pay in 4,94
Desert Oasis Healthcare(mydohc.com),administration,patient payments,88
Detroit Medical Center(dmc.org),financial,klarna,79
Detroit Medical Center(dmc.org),financial,afterpay,79
Detroit Medical Center(dmc.org),administration,medical billing,83
Detroit Medical Center(dmc.org),financial,wells fargo (wfc),79
Devon Careers(dvn.com),financial,zippay,79
Devon Careers(dvn.com),administration,patient payments,91
Dhr Health(dhrhealth.com),personal finance,debt relief,97
Direct Supply(directsupply.com),administration,patient payments,79
Direct Supply(directsupply.com),financial,klarna,65
Direct Supply(directsupply.com),administration,medical billing,94
Direct Supply(directsupply.com),financial,paypal pay in 4,70
Direct Supply(directsupply.com),financial,afterpay,75
Direct Supply(directsupply.com),financial,wells fargo (wfc),65
Direct Supply(directsupply.com),transactions & payments,payment solutions,100
"Disa Global Solutions, Inc.(disa.com)",financial,Affirm,62
"Disa Global Solutions, Inc.(disa.com)",transactions & payments,payment solutions,70
"Disa Global Solutions, Inc.(disa.com)",financial,affirm,62
"Disa Global Solutions, Inc.(disa.com)",administration,medical billing,94
"Disa Global Solutions, Inc.(disa.com)",financial,afterpay,62
Divine Savior Healthcare(dshealthcare.com),financial,wells fargo (wfc),98
Doctors Community Medical Center(dchweb.org),personal finance,debt relief,88
Doctors Community Medical Center(dchweb.org),financial,wells fargo (wfc),81
Doctors Community Medical Center(dchweb.org),financial,afterpay,75
Doctors Medical Center(doctorsmedicalctr.com),personal finance,debt relief,92
Dolbey(dolbey.com),financial,paypal (pypl),90
Doorways(doorwaysva.org),financial,paypal (pypl),75
Dorchester School District 2(ddtwo.org),financial,afterpay,93
Dorchester School District 2(ddtwo.org),administration,patient payments,98
Douglas County(douglas.mn.us),financial,paypal (pypl),83
Douglas County(douglas.mn.us),personal finance,debt relief,67
Douglas County(douglas.mn.us),financial,paypal pay in 4,62
Doximity(doximity.com),administration,patient payments,75
Doximity(doximity.com),financial,paypal (pypl),70
Dst Pharmacy Solutions (Formerly Argus Health)(argushealth.com),personal finance,debt relief,90
Dst Pharmacy Solutions (Formerly Argus Health)(argushealth.com),financial,paypal pay in 4,62
Duke University Health System(dukehealth.org),administration,patient payments,67
Duke University Health System(dukehealth.org),financial,zippay,67
Duke University Health System(dukehealth.org),financial,paypal pay later,65
Duke University Health System(dukehealth.org),financial,paypal pay in 4,93
Duke University Health System(dukehealth.org),administration,medical billing,94
Duly Health And Care(dulyhealthandcare.com),transactions & payments,payment solutions,72
EXAM ONE(infinet.com),financial,wells fargo (wfc),67
EXAM ONE(infinet.com),administration,medical billing,86
"Earthlink, Inc.(coastalnet.com)",administration,medical billing,86
"Earthlink, Inc.(coastalnet.com)",administration,patient payments,67
"Earthlink, Inc.(coastalnet.com)",financial,klarna,65
East Liverpool City Hospital(elch.org),administration,patient payments,65
East Liverpool City Hospital(elch.org),financial,paypal (pypl),86
East Liverpool City Hospital(elch.org),personal finance,debt relief,72
East Liverpool City Hospital(elch.org),financial,wells fargo (wfc),67
East Tennessee Children's Hospital(etch.com),financial,paypal pay in 4,70
East Tennessee Children's Hospital(etch.com),financial,paypal credit,65
Easterseals(easterseals.com),administration,medical billing,97
"Easyliving, Inc.(easylivingfl.com)",personal finance,debt relief,79
Ecri(ecri.org),financial,klarna,99
Ecumen(ecumen.org),financial,wells fargo (wfc),62
Ecumen(ecumen.org),financial,klarna,86
Ecumen(ecumen.org),personal finance,debt relief,79
Edward Hospital(eehealth.org),administration,patient payments,79
Edward Hospital(eehealth.org),administration,medical billing,94
Edward M. Kennedy Community Health Center(kennedychc.org),financial,afterpay,86
Edward M. Kennedy Community Health Center(kennedychc.org),financial,paypal (pypl),96
Eisenhower Health(eisenhowerhealth.org),financial,klarna,72
Eisenhower Health(emc.org),administration,patient payments,65
Eisenhower Health(emc.org),personal finance,debt relief,88
Eisenhower Health(emc.org),administration,medical billing,77
El Camino Health(elcaminohospital.org),financial,paypal pay in 4,67
Elderwood(elderwood.com),administration,medical billing,91
Elderwood(elderwood.com),financial,wells fargo (wfc),77
Elevance Health(elevancehealth.com),transactions & payments,payment solutions,75
Elevance Health(elevancehealth.com),financial,paypal credit,62
Elevance Health(elevancehealth.com),administration,patient payments,81
Elevance Health(elevancehealth.com),administration,medical billing,92
Elevance Health(elevancehealth.com),financial,afterpay,91
Elevance Health(elevancehealth.com),personal finance,debt relief,77
Elim Park(elimpark.org),financial,paypal (pypl),79
Ellis Medicine(ellismedicine.org),administration,medical billing,85
Ellis Medicine(ellismedicine.org),financial,wells fargo (wfc),70
Emblemhealth(emblemhealth.com),transactions & payments,payment solutions,65
Emcare(emcare.com),administration,patient payments,81
Emcare(emcare.com),administration,medical billing,75
Emcare(emcare.com),transactions & payments,payment solutions,67
Emcrit Blog & Podcast(emcrit.org),personal finance,debt relief,98
Emerson Health(emersonhospital.org),financial,wells fargo (wfc),67
Emerson Health(emersonhospital.org),financial,zippay,81
Emmaus Homes(emmaushomes.org),financial,paypal pay in 4,65
Emory Healthcare(emoryhealthcare.org),administration,medical billing,83
"Emsl Analytical, Inc.(emsl.com)",financial,paypal pay later,77
Encompass Home Health & Hospice(ehhi.com),financial,klarna,72
Ensemble Health Partners(ensemblehp.com),administration,medical billing,75
Ensemble Health Partners(ensemblehp.com),administration,patient payments,72
Ensign Services(ensigngroup.net),administration,medical billing,86
Ensign Services(ensigngroup.net),financial,paypal (pypl),83
Ensign Services(ensignservices.net),administration,patient payments,95
Ent And Allergy Associates(entandallergy.com),administration,patient payments,88
Envision Healthcare(envisionhealthcare.com),administration,patient payments,83
Envision Healthcare(envisionhealthcare.com),financial,paypal pay in 4,81
Envision Healthcare(envisionhealthcare.com),financial,paypal pay later,77
Envision Healthcare(envisionhealthcare.com),administration,medical billing,72
Envision(envisionhealth.com),financial,paypal (pypl),62
Envision(envisionhealth.com),administration,patient payments,65
Episource(episource.com),financial,paypal pay in 4,75
Episource(episource.com),financial,paypal (pypl),62
Episource(episource.com),financial,klarna,70
Epoch Senior Living(epochsl.com),financial,paypal pay later,99
Epoch Senior Living(epochsl.com),financial,paypal pay in 4,91
Equinox(equinox.com),financial,afterpay,88
Equinox(equinox.com),financial,affirm,86
Equinox(equinox.com),financial,Affirm,86
Equitas Health(equitashealth.com),financial,paypal pay later,77
Erlanger(erlanger.org),financial,paypal pay in 4,70
Erlanger(erlanger.org),administration,medical billing,70
Erlanger(erlanger.org),financial,paypal pay later,62
Erlanger(erlanger.org),financial,afterpay,92
Ernest Health(ernesthealth.com),administration,medical billing,67
Ernest Health(ernesthealth.com),administration,patient payments,75
Eskaton(eskaton.org),transactions & payments,payment solutions,99
Eskaton(eskaton.org),financial,paypal pay in 4,65
Eurofins MWG OPERON(operon.com),personal finance,debt relief,92
European Wax Center(waxcenter.com),financial,klarna,70
European Wax Center(waxcenter.com),financial,afterpay,93
European Wax Center(waxcenter.com),administration,patient payments,91
European Wax Center(waxcenter.com),administration,medical billing,97
Everett Alvarez Jr. Park(santa-clara.ca.us),financial,afterpay,97
Everett Alvarez Jr. Park(santa-clara.ca.us),financial,wells fargo (wfc),75
Evergreenhealth(evergreenhealth.com),financial,paypal pay in 4,88
Evergreenhealth(evergreenhealth.com),administration,medical billing,90
Evicore By Evernorth(evicore.com),financial,paypal credit,97
Evicore By Evernorth(evicore.com),administration,medical billing,83
Evicore By Evernorth(evicore.com),financial,afterpay,79
Evolent(evolenthealth.com),financial,paypal pay in 4,62
Evolent(evolenthealth.com),personal finance,debt relief,67
Evolent(evolenthealth.com),financial,wells fargo (wfc),62
Exodus Refugee Immigration(exodusrefugee.org),personal finance,debt relief,85
Eōs Fitness(eosfitness.com),financial,paypal pay in 4,75
Eōs Fitness(eosfitness.com),transactions & payments,payment plan,94
Eōs Fitness(eosfitness.com),administration,patient payments,95
FISD(fisdk12.net),personal finance,debt relief,72
FRESENIUS MEDICAL CARE NORTH AMERICA(fmc-na.com),financial,paypal pay later,75
FRESENIUS MEDICAL CARE NORTH AMERICA(fmc-na.com),financial,klarna,65
Fairview Health Services(fairview.org),financial,afterpay,67
Fairview Health Services(fairview.org),administration,medical billing,91
Falck(falck.com),transactions & payments,payment solutions,75
Family Preservation Services(fpscorp.com),administration,patient payments,93
"Family Residences And Essential Enterprises, Inc. (Free)(familyres.org)",financial,afterpay,90
"Family Residences And Essential Enterprises, Inc. (Free)(familyres.org)",transactions & payments,payment plan,75
"Family Residences And Essential Enterprises, Inc. (Free)(familyres.org)",financial,wells fargo (wfc),70
"Familylinks, Inc.(familylinks.org)",financial,paypal pay in 4,97
Fastmed Urgent Care(fastmed.com),financial,afterpay,98
Favorite Healthcare Staffing(favoritestaffing.com),financial,paypal pay later,70
Favorite Healthcare Staffing(favoritestaffing.com),administration,medical billing,79
Favorite Healthcare Staffing(favoritestaffing.com),financial,klarna,75
Finger Lakes Health(flhealth.org),administration,medical billing,92
Finger Lakes Health(flhealth.org),financial,wells fargo (wfc),96
Finger Lakes Health(flhealth.org),financial,paypal (pypl),77
Finthrive(finthrive.com),personal finance,debt relief,70
Finthrive(finthrive.com),administration,patient payments,77
"First Coast Service Options, Inc.(fcso.com)",financial,afterpay,67
Firsthealth Of The Carolinas(firsthealth.org),administration,medical billing,86
Firsthealth Of The Carolinas(firsthealth.org),financial,paypal pay in 4,99
Firsthealth Of The Carolinas(firsthealth.org),financial,paypal (pypl),67
Firsthealth Of The Carolinas(firsthealth.org),financial,klarna,86
Firstlight Home Care(firstlighthomecare.com),financial,wells fargo (wfc),93
Fl Hosp Family Hlth Ctr(flhosp.org),financial,paypal pay in 4,70
Fl Hosp Family Hlth Ctr(flhosp.org),financial,afterpay,75
Fl Hosp Family Hlth Ctr(flhosp.org),administration,patient payments,62
Flagler Health+(flaglerhospital.org),financial,paypal pay in 4,100
Flagler Health+(flaglerhospital.org),personal finance,debt relief,85
Flagler Health+(flaglerhospital.org),financial,paypal pay later,77
Florida Blue(floridablue.com),administration,medical billing,83
Florida Blue(floridablue.com),administration,patient payments,81
Florida Blue(floridablue.com),transactions & payments,payment solutions,98
Florida Blue(floridablue.com),transactions & payments,payment plan,70
Florida Blue(floridablue.com),financial,paypal credit,83
Florida Blue(floridablue.com),financial,afterpay,81
Florida Blue(floridablue.com),financial,paypal pay in 4,81
Florida Blue(floridablue.com),financial,paypal (pypl),95
Florida Cancer Specialists & Research Institute(flcancer.com),administration,patient payments,94
Florida Cancer Specialists & Research Institute(flcancer.com),administration,medical billing,72
Fmol Health(fmolhs.org),financial,afterpay,85
Fmol Health(fmolhs.org),financial,wells fargo (wfc),99
Fountain House(fountainhouse.org),financial,afterpay,97
Four Seasons(fourseasonscfl.org),administration,patient payments,97
"Franciscan Alliance, Inc.(franciscanalliance.org)",financial,wells fargo (wfc),62
"Franciscan Alliance, Inc.(franciscanalliance.org)",financial,paypal pay in 4,95
"Franciscan Alliance, Inc.(franciscanalliance.org)",administration,medical billing,97
"Franciscan Alliance, Inc.(franciscanalliance.org)",financial,afterpay,70
"Franciscan Alliance, Inc.(franciscanalliance.org)",administration,patient payments,79
"Franciscan Alliance, Inc.(franciscanalliance.org)",financial,zippay,95
Fred Hutch(fredhutch.org),administration,medical billing,99
Fred Hutch(fredhutch.org),financial,sezzle,67
Fred Hutch(fredhutch.org),administration,patient payments,92
Freedomcare(freedomcare.com),financial,paypal pay in 4,75
Freeman Health System(freemanhealth.com),administration,medical billing,75
Freeman Health System(freemanhealth.com),financial,paypal credit,65
Fresineus Medical Svc(freseniusmedicalcare.us),administration,patient payments,81
Fresineus Medical Svc(freseniusmedicalcare.us),financial,afterpay,93
Friendship Manor(friendshipmanor.org),financial,paypal pay in 4,83
Froedtert Health(froedtert.com),administration,medical billing,93
Froedtert Health(froedtert.com),financial,afterpay,75
Full Life Care(fulllifecare.org),financial,paypal (pypl),72
Fulton Medical Center(sunlinkhealth.com),administration,patient payments,65
Galloway Ridge At Fearrington(gallowayridge.com),financial,afterpay,99
Gastro Health(gastrohealth.com),financial,afterpay,65
Gastro Health(gastrohealth.com),personal finance,debt relief,67
"Gaudenzia, Inc.(gaudenzia.org)",financial,klarna,97
Gbmc Healthcare(gbmc.org),administration,patient payments,90
Gbmc Healthcare(gbmc.org),administration,medical billing,91
Gbmc Healthcare(gbmc.org),financial,afterpay,90
Gbmc Healthcare(gbmc.org),financial,paypal pay in 4,90
Gbmc Healthcare(gbmc.org),financial,paypal pay later,62
Ge Healthcare(gehealthcare.com),administration,patient payments,91
Ge Healthcare(gehealthcare.com),administration,medical billing,98
Gebbs Healthcare Solutions(gebbs.com),financial,paypal (pypl),77
Geisinger(geisinger.org),financial,paypal pay in 4,70
Geisinger(geisinger.org),administration,medical billing,98
Genedx(genedx.com),administration,patient payments,98
Genedx(genedx.com),personal finance,debt relief,62
Genedx(genedx.com),financial,paypal pay in 4,95
"Genesis Healthcare, Inc.(genesisfqhc.org)",transactions & payments,payment solutions,72
Genesis Works(tbcnet.com),financial,wells fargo (wfc),67
Genesis(genesishcc.com),administration,patient payments,70
Genesis(genesishcc.com),financial,afterpay,65
Genesis(genesishcc.com),administration,medical billing,93
"Genoptix, Inc.(genoptix.com)",administration,medical billing,85
"Genoptix, Inc.(genoptix.com)",personal finance,debt relief,93
Genova Diagnostics(gdx.net),administration,patient payments,65
Genova Diagnostics(gdx.net),financial,paypal pay in 4,65
Genova Diagnostics(gdx.net),administration,medical billing,99
George E. Weems Memorial Hospital(weemsmemorial.com),financial,wells fargo (wfc),96
Georgia Cancer Specialists(gacancer.com),administration,patient payments,95
Georgia Cancer Specialists(gacancer.com),transactions & payments,payment plan,75
Georgia Cancer Specialists(gacancer.com),financial,klarna,65
Georgia Cancer Specialists(gacancer.com),financial,paypal (pypl),88
Georgia Cancer Specialists(gacancer.com),financial,paypal pay in 4,99
Gerald Champion Regional Medical Center(gcrmc.org),personal finance,debt relief,88
Glendive Medical Center(gmc.org),personal finance,debt relief,72
Glens Falls Hospital(glensfallshospital.org),financial,paypal pay later,81
Glens Falls Hospital(glensfallshospital.org),administration,medical billing,99
Glens Falls Hospital(glensfallshospital.org),personal finance,debt relief,65
Glens Falls Hospital(glensfallshospital.org),financial,paypal (pypl),83
Glens Falls Hospital(glensfallshospital.org),financial,zippay,88
Glenview Health Care Facility(glasgow-ky.com),financial,klarna,92
Glenview Health Care Facility(glasgow-ky.com),financial,paypal (pypl),98
Gold's Gym(goldsgym.com),administration,medical billing,95
"Good Samaritan Hospital, Los Angeles(goodsam.org)",administration,patient payments,86
Grady Health System(gradyhealth.org),administration,medical billing,98
Grady Health System(gradyhealth.org),administration,patient payments,91
Grady Health System(gradyhealth.org),financial,paypal (pypl),62
Grady Health System(gradyhealth.org),financial,afterpay,93
Grafton City Hospital Inc.(graftonhospital.com),financial,paypal pay in 4,90
Granny Nannies(grannynannies.com),financial,paypal pay in 4,62
Grapetree Medical Staffing(grapetree.com),financial,paypal pay later,83
Great Plains Health(gphealth.org),financial,paypal pay in 4,62
Great Plains Health(gphealth.org),administration,patient payments,94
Greater Austin Ymca(austinymca.org),financial,paypal pay later,70
Greater Chicago Food Depository(chicagosfoodbank.org),financial,paypal pay in 4,70
"Greater Philadelphia Health Action, Inc.(gphainc.org)",financial,wells fargo (wfc),65
Greater Wichita Ymca(ymcawichita.org),financial,paypal (pypl),97
Greenville County(greenvillecounty.org),financial,paypal (pypl),67
Greenwich Hospital(greenwichhospital.org),financial,wells fargo (wfc),88
Greenwich Hospital(greenwichhospital.org),administration,medical billing,83
Greenwood Leflore Hospital(glh.org),financial,paypal (pypl),62
Griffin Hospital(griffinhealth.org),financial,klarna,62
Griffin Hospital(griffinhealth.org),administration,medical billing,67
Gt Independence(gtindependence.com),financial,wells fargo (wfc),81
Guardian Elder Care(guardianeldercare.com),financial,afterpay,79
Gulf Coast Health Care(gchc.com),financial,paypal pay in 4,75
Gulf Coast Health Care(gchc.com),financial,paypal (pypl),77
Gundersen Health System(gundersenhealth.org),financial,wells fargo (wfc),72
Gundersen Health System(gundersenhealth.org),administration,medical billing,97
Gundersen Health System(gundersenhealth.org),administration,patient payments,70
Guthrie(guthrie.org),financial,wells fargo (wfc),62
Gwinnett Clinic(gwinnettclinic.com),financial,paypal pay later,81
Gwinnett Medical Center(gwinnettmedicalcenter.org),financial,paypal pay in 4,67
Gwinnett Medical Center(gwinnettmedicalcenter.org),personal finance,debt relief,75
Gwinnett Medical Center(gwinnettmedicalcenter.org),financial,afterpay,70
"HUFFMAN, KELLY C NP(smithnephew.com)",financial,paypal pay in 4,62
"HUFFMAN, KELLY C NP(smithnephew.com)",administration,patient payments,88
"HUFFMAN, KELLY C NP(smithnephew.com)",administration,medical billing,97
"HUFFMAN, KELLY C NP(smithnephew.com)",financial,afterpay,94
Hackensack Meridian Health(hackensackmeridianhealth.org),administration,medical billing,81
Halifax Health(halifaxhealth.org),financial,afterpay,88
Halifax Health(halifaxhealth.org),financial,paypal pay in 4,67
Halifax Health(halifaxhealth.org),financial,wells fargo (wfc),86
Hanger Clinic(hangerclinic.com),financial,klarna,99
Hanger Clinic(hangerclinic.com),transactions & payments,payment solutions,79
Hanger Clinic(hangerclinic.com),administration,patient payments,70
Hannibal Regional(hannibalregional.org),administration,patient payments,97
Hannibal Regional(hannibalregional.org),personal finance,debt relief,81
"Harden Healthcare, Llc(hardenhealthcare.com)",administration,medical billing,94
Harlandale Isd(harlandale.net),financial,paypal (pypl),65
Harlandale Isd(harlandale.net),financial,wells fargo (wfc),85
Harlandale Isd(harlandale.net),personal finance,debt relief,62
Harlandale Isd(harlandale.net),financial,klarna,85
Hartford Healthcare(hartfordhealthcare.org),financial,wells fargo (wfc),65
Hartford Healthcare(hartfordhealthcare.org),administration,medical billing,86
Hartford Hospital(hartfordhospital.org),financial,paypal (pypl),85
Hartford Hospital(hartfordhospital.org),financial,wells fargo (wfc),65
Hartford Hospital(hartfordhospital.org),transactions & payments,payment solutions,62
Hartford Hospital(hartfordhospital.org),administration,patient payments,70
Hartford Hospital(hartfordhospital.org),financial,afterpay,90
Harvard Vanguard Medical Associates(harvardvanguard.org),personal finance,debt relief,70
Harvard Vanguard Medical Associates(harvardvanguard.org),financial,klarna,96
Haywood Regional Medical Center - A Duke Lifepoint Hospital(myhaywoodregional.com),administration,medical billing,86
Haywood Regional Medical Center - A Duke Lifepoint Hospital(myhaywoodregional.com),personal finance,debt relief,85
Hca Far West Division(hcafarwestcareers.com),financial,wells fargo (wfc),67
Hca Far West Division(hcafarwestcareers.com),personal finance,debt relief,65
Hca Far West Division(hcafarwestcareers.com),financial,paypal pay later,70
Hca Florida Healthcare(hcafloridahealthcare.com),financial,wells fargo (wfc),65
Hca Florida Healthcare(hcafloridahealthcare.com),administration,medical billing,65
Hca Florida Jfk Hospital(jfkmc.com),personal finance,debt relief,62
Hca Florida Kendall Hospital(kendallmed.com),personal finance,debt relief,100
Hca Florida Palms West Hospital(palmswesthospital.com),personal finance,debt relief,98
Hca Healthcare | Tristar Division(tristarhealth.com),financial,paypal pay in 4,95
Hca Healthcare | Tristar Division(tristarhealth.com),financial,paypal (pypl),93
Hca Healthcare(hcahealthcare.com),financial,paypal pay in 4,70
Hca Healthcare(hcahealthcare.com),financial,afterpay,77
Hca Healthcare(hcahealthcare.com),administration,medical billing,96
Hca Healthcare(hcahealthcare.com),administration,patient payments,81
Hca Midwest Health(hcamidwest.com),financial,klarna,65
Hca Midwest Health(hcamidwest.com),administration,medical billing,86
Hca Midwest Health(hcamidwest.com),financial,wells fargo (wfc),81
Hcr Manorcare(hcr-manorcare.com),financial,paypal pay later,81
Hcr Manorcare(hcr-manorcare.com),personal finance,debt relief,83
Hdvch Intensive Feeding Program(devoschildrens.org),administration,patient payments,92
Health Central Hospital(healthcentral.org),personal finance,debt relief,94
Health Dialog(healthdialog.com),administration,patient payments,72
Health Dialog(healthdialog.com),personal finance,debt relief,79
Health Fitness Corporation(hfit.com),financial,afterpay,92
Health Fitness Corporation(hfit.com),financial,wells fargo (wfc),92
Health Leads(healthleadsusa.org),financial,paypal (pypl),97
Health Management Associates L.L.C.(hmalb.com),personal finance,debt relief,65
Health Management Associates L.L.C.(hmalb.com),transactions & payments,payment solutions,70
Health Partners Plans(healthpartnersplans.com),financial,paypal (pypl),79
Health Partners Plans(healthpartnersplans.com),financial,paypal pay in 4,91
Health Quality Partners (Hqp)(hqp.org),administration,medical billing,88
"Health Services Advisory Group, Inc. (Hsag)(hsag.com)",financial,wells fargo (wfc),65
Healthcare Company(healthcarecompany.com),administration,medical billing,85
Healthcare Company(healthcarecompany.com),transactions & payments,payment solutions,85
Healthcare Company(healthcarecompany.com),financial,afterpay,85
Healthcare Company(healthcarecompany.com),personal finance,debt relief,62
Healthcare Partners(healthcarepartners.com),administration,medical billing,83
Healthcare Partners(healthcarepartners.com),financial,wells fargo (wfc),94
Healthcare Partners(healthcarepartners.com),administration,patient payments,77
"Healthcare Services Group, Inc(hcsgcorp.com)",financial,paypal credit,88
Healthfirst(healthfirst.org),administration,medical billing,70
Healthfirst(healthfirst.org),administration,patient payments,70
Healthfirst(healthfirst.org),financial,paypal pay in 4,67
Healthpartners(healthpartners.com),financial,afterpay,88
Healthpartners(healthpartners.com),financial,wells fargo (wfc),92
Healthpartners(healthpartners.com),administration,medical billing,97
Healthpoint (Chc)(healthpointchc.org),personal finance,debt relief,67
Healthsouth(healthsouth.com),administration,medical billing,98
Healthsouth(healthsouth.com),transactions & payments,payment solutions,81
Healthsouth(healthsouth.com),financial,afterpay,65
Healthtrust Performance Group(healthtrustpg.com),administration,medical billing,72
Healthtrust Performance Group(healthtrustpg.com),financial,paypal pay in 4,67
Healthways(healthways.com),financial,paypal pay in 4,88
Healthways(healthways.com),financial,wells fargo (wfc),67
Healthways(healthways.com),administration,patient payments,95
Healthways(healthways.com),transactions & payments,payment solutions,65
Heart of the Rockies Regional Medical Center(hrrmc.net),personal finance,debt relief,83
Helena Chemicals Inc(helenachemical.com),financial,paypal pay in 4,72
Helena Chemicals Inc(helenachemical.com),personal finance,debt relief,65
Hematology & Oncology Associates(cancercarenepa.com),financial,paypal pay in 4,70
Hematology & Oncology Associates(cancercarenepa.com),financial,paypal (pypl),77
Hematology & Oncology Associates(cancercarenepa.com),financial,afterpay,88
Hendrick Health(hendrickhealth.org),administration,patient payments,72
Hendrick Health(hendrickhealth.org),financial,afterpay,77
Hendrick Health(hendrickhealth.org),financial,klarna,70
Hendrick Health(hendrickhealth.org),financial,paypal pay in 4,77
Hendricks Regional Health(hendricks.org),financial,paypal pay in 4,65
Hendricks Regional Health(hendricks.org),administration,patient payments,86
Hennepin Healthcare(hennepinhealthcare.org),administration,medical billing,65
"Henry Ford Health System, Inc.(hfhs.org)",financial,paypal pay in 4,72
"Henry Ford Health System, Inc.(hfhs.org)",transactions & payments,payment solutions,70
"Henry Ford Health System, Inc.(hfhs.org)",administration,patient payments,67
Henry Ford Health(henryford.com),transactions & payments,payment solutions,96
Henry Ford Health(henryford.com),financial,paypal pay in 4,79
Henry Ford Health(henryford.com),financial,wells fargo (wfc),75
Henry Ford Health(henryford.com),administration,patient payments,62
Henry Ford Health(henryford.com),administration,medical billing,62
Henry Mayo Newhall Hospital(henrymayo.com),administration,medical billing,75
Henry Mayo Newhall Hospital(henrymayo.com),financial,paypal pay in 4,62
Henry Mayo Newhall Hospital(henrymayo.com),financial,afterpay,91
Henry Mayo Newhall Hospital(henrymayo.com),administration,patient payments,94
Henry Mayo Newhall Hospital(henrymayo.com),financial,paypal pay later,85
Henry Mayo Newhall Hospital(henrymayo.com),financial,wells fargo (wfc),65
Henry Mayo Newhall Hospital(henrymayo.com),financial,klarna,77
"Hhs, Llc(hhs1.com)",administration,patient payments,65
"Hhs, Llc(hhs1.com)",financial,paypal credit,81
Hillcrest Healthcare System(hillcrest.com),administration,medical billing,94
Hillcrest Healthcare System(hillcrest.com),financial,afterpay,81
Hillcrest Healthcare System(hillcrest.com),financial,paypal pay in 4,62
Hillhaven Nursing Home(kindred.com),financial,paypal (pypl),70
Hillhaven Nursing Home(kindred.com),financial,afterpay,79
Hillhaven Nursing Home(kindred.com),administration,medical billing,72
Hms(hms.com),financial,paypal (pypl),62
